,Name,Category,Image,Well_Known_Movie,Bio
2080,Sharad Patel,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bachelor Party,Father of producer Uru Patel
2081,Kanta Rao,Actor,"https://m.media-amazon.com/images/M/MV5BMjQwMmQwNjMtOWIzMS00MWVkLWIyMTgtNGJiODk3YzFhODNiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR15,0,140,209_AL_.jpg",Narthanasala,"Kanta Rao was born on November 16, 1923 in Kodada, Andhra Pradesh, India as Thadepalli Lakshmi Kantha Rao"
2082,Swami Vivekananda,Music Department,"https://m.media-amazon.com/images/M/MV5BNmQ3OWZiMGYtM2QyMi00MmM2LThjNGQtZmNmNWMwNTRhMWYxXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY209_CR6,0,140,209_AL_.jpg",Subhas Chandra,Swami Vivekananda was a great social reformer and a very inspiring personality of India
2083,Atluri Pundarikakshaiah,Producer,"https://m.media-amazon.com/images/M/MV5BNTEzNDdkZDItMmFhYS00MGFmLTk2MmQtYmU5N2E2M2E3YmE5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR27,0,140,209_AL_.jpg",Mahamantri Timmarasu,"Atluri Pundarikakshaiah was born on August 19, 1925 in Choutuppal, Krishna Distirct, Andhra Pradesh, India"
2084,Sukanya Krishnan,Actress,"https://m.media-amazon.com/images/M/MV5BNzljOWUxNjQtNTIyYy00NzEwLTkxNDgtNTYxN2ViNTA1YWQzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",The Sopranos,"Sukanya Krishnan was born in 1971 in Madras, India"
2085,Irshad Panjatan,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Der Schuh des Manitu,"Irshad Panjatan was born on September 7, 1931 in Hyderabad, India"
2086,K. Shankar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Adimai Penn,"He directed over 80 films in the Sinhalese, Tamil, Hindi, Malayalam, Telugu and Kannada languages"
2087,Punarvasu Naik,Assistant Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dangal,"Punarvasu Naik was born on April 6, 1980 in Indore, Madhya Pradesh, India"
2088,Prem Dhawan,Soundtrack,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Adhi Raat Ke Baad,"Prem Dhawan was born on June 13, 1923 in Ambala, Punjab, British India"
2089,Peter Sarstedt,Soundtrack,"https://m.media-amazon.com/images/M/MV5BODhiYzQyMjItZGE2My00ZWIzLTkzYmEtMGVkZWZhOGRiYWNiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR38,0,140,209_AL_.jpg",The Darjeeling Limited,"Peter Sarstedt was born on December 12, 1941 in New Delhi, British India as Peter Eardley Sarstedt"
2090,Vijaya Nirmala,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kurukshetramu,"Vijaya Nirmala was born on February 20, 1944 in Tamilnadu, British India"
2091,K.S. Prakash Rao,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Prem Nagar,K
2092,Karim Hajee,Actor,"https://m.media-amazon.com/images/M/MV5BZmQzYmViMGYtZmVjNS00NTQ1LThlYzUtOTNiMDU0MmQ3ZTY0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR29,0,140,209_AL_.jpg",Drishyam,"Karim Hajee was born on July 6, 1968 in Mumbai, India"
2093,Pallikonda Adrushta Deepak,Music Department,"https://m.media-amazon.com/images/M/MV5BODI3NTg1YzEtNDYzNy00NjIwLTgyNGMtOWU5NTU0NzBhODU3XkEyXkFqcGdeQXVyMjA4MDI0NDk@._V1_UY209_CR34,0,140,209_AL_.jpg",Slumdog Millionaire,"Mumbai-India,Producing and Mixing 2 scores"
2094,Guneet Dogra,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Darkness Visible,
2095,Kaushiki Chakraborty,Music Department,"https://m.media-amazon.com/images/M/MV5BNDkzYWUwYjktYzg2Ni00YjJmLWEwODYtN2M1Njg3ZDA2NDhhXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Mirzya,"Kaushiki Chakraborty was born on October 24, 1980 in Calcutta, West Bengal, India"
2096,Rajendra Krishan,Music Department,"https://m.media-amazon.com/images/M/MV5BMDI3ZDI4ZDUtMWE4OC00MTI5LTg4MGEtN2I0Y2RiZWM4NWQ3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg",Khandan,2 sons named Rajiv and Rajesh Duggal
2097,Rallapalli,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Athadu,"Rallapalli was born on August 15, 1945 in Anantapur, Andhra Pradesh, British India as Rallapalli Venkata Narasimha Rao"
2098,William Derrick,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Octopussy,"William Derrick was born on January 16, 1946 in Bombay, India"
2099,Hara Patnaik,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Daiba Daudi,"Hara Patnaik was born on October 12, 1958 in Cuttack, Odisha, India"
2100,Shorya Veer Saagar,Producer,"https://m.media-amazon.com/images/M/MV5BY2I1MmRlMDMtOTQzZi00NTExLThhOTEtZjFhMmZjN2Q1MWE4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg",Aadhaar,"Shorya Veer Saagar , founder of Shoryagate is a Shimla (Himachal Pradesh, India) Born Artist"
2101,Udaya Kumar,Actor,"https://m.media-amazon.com/images/M/MV5BNGQ3YjMzNjktZmEyNi00MTRlLWEyZTctNTIyM2U3NzlmNzg3XkEyXkFqcGdeQXVyNzY3MTExNTA@._V1_UY209_CR5,0,140,209_AL_.jpg",Sandhya Raga,"Udaya Kumar was born on March 5, 1933 in Palakkodu, Salem, Tamilnadu, India as Suryanarayana Murthy"
2102,Yazmene Milan,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Finding Tushyland,"Yazmene Milan was born on April 6, 1981 in India as Davina Khazraishokatkhou"
2103,Ram Singh,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Apradhi,"Ram Singh was born on September 22, 1881 in India as Bhogwan Singh"
2104,Raja,Actor,"https://m.media-amazon.com/images/M/MV5BNjQ2YTFmMDItYmI5ZC00MmQ3LWI4OTctMzFhNTE0MDQ5MjkzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Anand,"Raja was born on November 9, 1978 in Vizag, Andhra Pradesh, India"
2105,Harbhajan Singh,Actor,"https://m.media-amazon.com/images/M/MV5BMDRkNWQ1N2YtYmM0ZC00ODc4LTg2NDItYTM2NTA3ZDIxYTE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Dikkiloona,"Harbhajan Singh was born on June 3, 1980 in Jullundur, Punjab, India"
2106,Mona Sharma,Actress,"https://m.media-amazon.com/images/M/MV5BN2NhOWQ4MDUtNGU3Ny00YzdiLWI2MzMtZmU0NzRmNWUxMzE2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Switch: Reloaded,"Mona Sharma was born on January 29, 1973 in New Delhi, India as Simone Erica Sharma"
2107,Jyoti Sarup,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bub (Father),"Jyoti Sarup was born on August 20, 1954 in New Delhi, India"
2108,Raavi Kondala Rao,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bhairava Dweepam,"Raavi Kondala Rao was born in 1931 in Srikakulam, Andhra Pradesh, India"
2109,Aakriti Dobhal,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kapoor & Sons,"Aakriti Dobhal was born on September 1, 1990 in Mumbai, Maharashtra, India"
2110,Angelo Gnazzo,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Police Story,"Angelo Gnazzo was born on August 1, 1939 in Bombay, India"
2111,Mohammad Shamsi,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Man Who Would Be King,"Mohammad Shamsi was born on December 20, 1929 in Muradabad, Uttar Pradesh, British India"
2112,Narra Venkateswara Rao,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Varsham,"Narra Venkateswara Rao was born in 1947 in Agraharam, Tamil Nadu, India"
2113,Sam Ghosh,Actor,"https://m.media-amazon.com/images/M/MV5BMzY5YTBiMjAtZWM5NS00MDRkLWJjMTgtMmNlMmY5OWY3NzViXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR68,0,140,209_AL_.jpg",Faith in a Wrapper,"Sam Ghosh (born January 27, 1984) is an Indian-American actor, director, writer, musician, and dancer"
2114,Shakeel Badayuni,Soundtrack,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Gharana,Daughter named Safia who is married to Mustafa (1968)
2115,Akhtar-Ul-Iman,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Waqt,"Akhtar-Ul-Iman was born in 1915 in Bijnor, Uttar Pradesh, India"
2116,Pinaki Bhushan Mukherji,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Alo Amar Alo,
2117,Mohit Kallianpur,Visual Effects,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Treasure Planet,
2118,R.K. Narayan,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Guide,Elder brother of Late R
2119,Sridhar Ranganath,Producer,"https://m.media-amazon.com/images/M/MV5BMTQxODU4NTI1M15BMl5BanBnXkFtZTcwMTE0OTEzMQ@@._V1_UY209_CR87,0,140,209_AL_.jpg",The Secret Village,"Visionary Sridhar Ranganath is an American Filmmaker who was born in Bangalore city, India"
2120,Tahira Wasti,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kyun Tumse Itna Pyar Hai,Tahira Wasti was a noted TV actress of Pakistan
2121,Anjana Bhowmik,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kokhono Megh,"Anjana Bhowmik was born on December 30, 1944 in Cooch Behar, Bengal Presidency, British India as Arati Bhowmik"
2122,Sai Gundewar,Actor,"https://m.media-amazon.com/images/M/MV5BZDZkMzUwOTMtN2RjNC00ZmE5LWJlZWQtMWQ4MjgxZjUzZmM2XkEyXkFqcGdeQXVyNTM5Njk5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",PK,Sai Gundewar is a Mumbai based Actor and a Model
2123,Chris Beetles,Writer,"https://m.media-amazon.com/images/M/MV5BMzVlZmI3MDEtZGFlZS00YTJkLTgyZmItNDdlYmNmNTJlYTgwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg",Doctors and Nurses,"Chris Beetles was born on September 24, 1946 in India"
2124,Koottickal Jayachandran,Actor,"https://m.media-amazon.com/images/M/MV5BMzhkZmQxMmEtYmE0OS00YmNmLTliNWItNjVmMTZlZmQ3NzMwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Drishyam,"Koottickal Jayachandran was born in Kottayam, Kerala, India"
2125,Babul Supriyo,Music Department,"https://m.media-amazon.com/images/M/MV5BOWNlYmY2YzAtNmNiZi00MmYwLWEzNjEtMzJhZTIxZWUzNDY5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR4,0,140,209_AL_.jpg",Fanaa,"Babul Supriyo was born on December 15, 1970 in Uttarpara, West Bengal, India as Supriyo Baral"
2126,Anubhav Sarda,Visual Effects,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Raees,
2127,Swatilekha Sengupta,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ghare-Baire,Swatilekha Sengupta was born in 1950 in India as Swatilekha Chatterjee
2128,C.S. Rao,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kamalamma Kamatam,
2129,Samir Chanda,Art Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Rang De Basanti,"Samir Chanda was born on October 19, 1957 in India"
2130,Sudhir,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Baghawat,"Sudhir was born in 1922 in Lahore, Punjab, British India as Shah Zaman Khan Afridi"
2131,Tambi Larsen,Production Designer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Spy Who Came In from the Cold,"Tambi Larsen was born on September 11, 1914 in Bangalore, India as Johannes Larsen"
2132,Saradindu Bandopadhyay,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Detective Byomkesh Bakshy!,
2133,Usha Mangeshkar,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Naseeb,Sister of Lata Mangeshkar and Asha Bhosle
2134,Thangar Bachan,Director,"https://m.media-amazon.com/images/M/MV5BNDAyMjI3YzEtMzUwOS00ZmFmLWJiZDktOGEzMDIxNjZkZDMyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Azhagi,"Thangar Bachan was born in 1962 in Tamil Nadu, India"
2135,Munawar Zarif,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Heer Ranjha,"He came, saw and conquered, this was Munawar Zareef"
2136,Indraadip Dasgupta,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Har Har Byomkesh,"Indraadip Dasgupta was born on January 17, 1973 in Calcutta, West Bengal, India"
2137,Mehdi Hassan,Music Department,"https://m.media-amazon.com/images/M/MV5BNTliOTU4YWItMDczZi00MzRiLThkOGItNDYwM2EyZDUxOWQwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR24,0,140,209_AL_.jpg",Allah Rakha,"Mehdi Hassan was born on July 18, 1927 in Luna, Rajasthan, British India as Mehdi Hassan Khan"
2138,Pandi,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ghilli,"Pandi was born on April 8, 1986 in Madurai, Tamil Nadu, India"
2139,Saroop Parinda,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Subedaar,"Saroop Parinda was born in 1938 in Bathinda, Punjab, British India as Saroop Singh"
2140,Niharikha Bhasin Khan,Costume Designer,"https://m.media-amazon.com/images/M/MV5BZjIwMTU4MmQtMDQ3Zi00Mjc4LTllODgtYmJjYzZmZDg5NzIxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR56,0,140,209_AL_.jpg",Kai po che!,"Niharikha Bhasin Khan was born on November 21, 1969 in Jamshedpur, Jharkhand, India"
2141,Bilahari,Director,"https://m.media-amazon.com/images/M/MV5BNDY5NmIwZTktNDYxNC00NzkyLWEzYmMtOGJkODJlMGRkZWE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR91,0,140,209_AL_.jpg",Porattam,"Bilahari was born in Elavoor, Kerala to Remadevi and Unniraj, a famous Musician"
2142,Tele Samad,Actor,"https://m.media-amazon.com/images/M/MV5BNmY0OGQyMmUtYThlMi00YjZjLWE3OGQtYjYwNjM4N2VmYmI1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR131,0,140,209_AL_.jpg",Mona Pagla,"Tele Samad was born on January 8, 1945 in Bikrampur, Bengal Presidency, British India as Abdus Samad"
2143,Subhash Dutta,Director,"https://m.media-amazon.com/images/M/MV5BODliOTljNTYtZWI3ZS00ODZmLWI1YzgtNjY5NjdlNzUyNWZmXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR10,0,140,209_AL_.jpg",Bosundhara,"Subhash Dutta was born on February 9, 1930 in Dinajpur, Bengal, British India"
2144,Raj Amit Kumar,Writer,"https://m.media-amazon.com/images/M/MV5BNWU3M2FhY2EtMGJiZi00NTNlLTk5ODAtNjlkMzBjN2I4NDJjXkEyXkFqcGdeQXVyMjIwMjMwOTk@._V1_UY209_CR0,0,140,209_AL_.jpg",Unfreedom,"Raj Amit Kumar was born on April 1, 1978 in India"
2145,Aamir Ali Malik,Actor,"https://m.media-amazon.com/images/M/MV5BNDg0MjA0NWQtMzQ2Yi00YTM1LWIxZGQtYmM2MjA4ZmRjY2ZmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Raakh: A Poem Masked in Blood,"Aamir Ali Malik was born on September 1, 1977 in Bombay, Maharashtra, India"
2146,S. Suleman,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Zeenat,S
2147,Shivam Jemini,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,A Summer Story,A passionate film maker and actor
2148,Mridula Baruah,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Barood,"Mridula Baruah was born in 1958 in Assam, India"
2149,Jahar Roy,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Surya Sikha,"Jahar Roy was born on September 19, 1919 in Barishal, Bengal Presidency, British India"
2150,Inam Ahmed,Actor,"https://m.media-amazon.com/images/M/MV5BMjk5NjFiYzItNTk5ZC00ZGZlLTgzNDQtNDI2NDI2ZDlmYjE0XkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR51,0,140,209_AL_.jpg",Nawab Sirajuddaula,"Inam Ahmed was born on February 1, 1922 in Sylhet, East Bengal, British India"
2151,F.C. Mehra,Producer,"https://m.media-amazon.com/images/M/MV5BZDg4Mzc5MjMtYWU1YS00NGYyLTliODgtOTkxYzk0MGFkMTNiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR0,0,140,209_AL_.jpg",Elaan,Father of Umesh Mehra and Rajiv Mehra
2152,Debshankar Haldar,Actor,"https://m.media-amazon.com/images/M/MV5BNDYyMjBhMjQtNmFmZC00MGI5LThjMDAtZDAxMGM2ZjExNjk2XkEyXkFqcGdeQXVyNjgyOTIyNTM@._V1_UY209_CR87,0,140,209_AL_.jpg",Ek Je Ache Sohor,"Debshankar Haldar was born on January 8, 1965 in Calcutta, West Bengal, India"
2153,Kunchacko,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Unniyarcha,"He is the elder brother of filmmaker Navodaya Appachan, father of filmmaker Boban Kunchacko and grandfather of actor Kunchacko Boban"
2154,Amardeep Kaleka,Editor,"https://m.media-amazon.com/images/M/MV5BNDViMGYwMTQtOGUwZC00MDI5LTg1YjEtOTM1MzEwYTg1NjJhXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY209_CR5,0,140,209_AL_.jpg",Sirius,"Amardeep Kaleka was born on July 12, 1978 in Patiala, Punjab, India"
2155,Shenkar,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Last Temptation of Christ,Shenkar is widely considered a living legend in the music world
2156,Musarrat Nazir,Actress,"https://m.media-amazon.com/images/M/MV5BOGYyNDk5ZTktNTZiMi00ZjRhLTgyMzgtNWZhYmNhNGZkYzAzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR31,0,140,209_AL_.jpg",Baghi,"Musarrat Nazir was born in 1937 in Lahore, Punjab, British India"
2157,Kashinath Ghanekar,Actor,"https://m.media-amazon.com/images/M/MV5BMjIxYmY4M2EtNTdjMy00MmM2LWEwMjAtMjUwNTJlNWUwZjk3XkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_UY209_CR98,0,140,209_AL_.jpg",Padchhaya,Kashinath Ghanekar was a popular stage actor and dental surgeon who also appeared in Marathi films in the 1960s
2158,Neeraj,Soundtrack,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Eternal Sunshine of the Spotless Mind,"Neeraj was born on January 4, 1925 in Etawah, Uttar Pradesh, India as Gopaldas Saxena"
2159,Dilip Mehta,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Forgotten Woman,"Born in 1952 in New Delhi, India"
2160,Aashish Mayur Shah,Editor,"https://m.media-amazon.com/images/M/MV5BMDAzN2YzOTEtNDRmNi00NzNjLTllNmMtNjI2MDA2NGUyZWQ3XkEyXkFqcGdeQXVyMjM2MDg3ODc@._V1_UY209_CR13,0,140,209_AL_.jpg",Sameer,"Aashish Mayur Shah was born on March 17, 1983 in Surat, Gujarat, India"
2161,O.P. Dutta,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Refugee,Father of J
2162,N.K. Salil,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jaaneman,N
2163,S. Sreesanth,Self,"https://m.media-amazon.com/images/M/MV5BMGJjMjViYzEtZGY0Ny00ZTk1LThkZWMtMmQyMmFhZjkxYWVmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR13,0,140,209_AL_.jpg",Bigg Boss,S
2164,V. Madhusudan Rao,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Superman,Was awarded the prestigious Raghupathy Venkaiah award by the State Government of Andhra Pradesh for his outstanding contribution to Telugu cinema in 1997
2165,Shudhdodhan Milind Ambhore,Visual Effects,"https://m.media-amazon.com/images/M/MV5BZjk4NTdjNTMtNDNhNi00MDEzLTlhZmYtMjE3NTUxNDA3MzU5XkEyXkFqcGdeQXVyNDc3MTA4MTM@._V1_UX140_CR0,0,140,209_AL_.jpg",Alita: Battle Angel,
2166,Sid Jayakar,Visual Effects,"https://m.media-amazon.com/images/M/MV5BZWFlNzA3OTYtNGFhMy00ZWI4LWEwNWQtNGFlMzUyMzg2NmRmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR34,0,140,209_AL_.jpg",John Wick: Chapter 3 - Parabellum,Son of Bollywood actress Smita Jaykar
2167,S.U. Sunny,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kohinoor,Son name is Saeed Akhtar Sunny
2168,Menaka Devi,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mahakavi Kalidas,Menaka Devi was born in Varanasi in 1918
2169,Rafiq Ghaznavi,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Wah Rahe Zamane,"Rafiq Ghaznavi was born in 1907 in Rawalpindi, Punjab, British India"
2170,Asoka Rubener,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Flame of Calcutta,"Asoka Rubener was born on October 26, 1910 in Bombay, India"
2171,Raja Paranjpe,Director,"https://m.media-amazon.com/images/M/MV5BNWJiNDg0NjAtMTY5ZC00NDAwLTkyNDYtNWMwMDI5MDUxNzgyXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_UY209_CR7,0,140,209_AL_.jpg",Love and Murder,"Raja Paranjpe was born on April 24, 1910 in Miraj, Bombay Presidency, British India as Rajabhau Dattatraya Paranjpe"
2172,Ishu Patel,Animation Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Paradise,"Ishu Patel is an acclaimed Indian animation film director, producer and educator who has devoted his life to animation and photography"
2173,Jamuna,Actress,"https://m.media-amazon.com/images/M/MV5BOTFmMDQ2MTMtNjliOS00NzI0LWI5ZDAtZWQxNGY5YzViN2VmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Devdas,"Jamuna was the fourth daughter of the six daughters of Puran Gupta, a resident of a village near Agra, India"
2174,Qazi Wajid,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bedari,"Qazi Wajid was born on May 26, 1930 in Lahore, British India"
2175,Nabadwip Halder,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sharey Chuattar,"Nabadwip Halder was born in 1911 in Sonapalashi, Bengal Presidency, British India"
2176,Preeti Gandwani,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Aashiqui.in,"Preeti Gandwani (born 23 August 1948) is known for her character as Indu, the lead role that she plays in the show Dehleez, in the channel NDTV Imagine"
2177,Sridhar,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dharti,"Sridhar was born in 1939 in Chennai, Tamil Nadu, India"
2178,Manish Acharya,Actor,"https://m.media-amazon.com/images/M/MV5BYTVlYzFmMDAtZjc1YS00MzAxLWE3YzEtMTk5ZTViMzI1OTZjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR34,0,140,209_AL_.jpg",Loins of Punjab Presents,"Manish Acharya was born on June 14, 1967 in India as Manish G"
2179,Sumant,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bachelor Party,"Sumant was born on August 5, 1941 in Bombay, India as Sumanth Kumar"
2180,Suman Kalyanpur,Music Department,"https://m.media-amazon.com/images/M/MV5BZWRlMWQwZDMtNWQ1MC00ODdiLWIzMjYtY2NkZTIxYWRjYTA1XkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_UY209_CR9,0,140,209_AL_.jpg",Naseeb,"Suman Kalyanpur was born on January 28, 1937 in Dacca, Bengal Presidency, British India as Suman Hemmady"
2181,M.S. Subbalakshmi,Actress,"https://m.media-amazon.com/images/M/MV5BYTlhZDExMDEtZDAyNy00OGI5LTk5NDgtNDVkNDkzZDRlYjM3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR7,0,140,209_AL_.jpg",Seva Sadan,M
2182,Raveendran,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mazhayethum Munpe,"Raveendran was born in 1943 in Kerala, British India"
